@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'RT @TwitterMktgUK: Find out how @VodafoneUK used Twitter Video to scale its sponsorship of Capital’s Summertime Ball. #CapitalSTB https://t…',other
'Any reason I’m not getting any phone signal or data in Portugal @VodafoneUK',signal
'@VodafoneUK I can track my order I just think its a shambles that a warehouse cant process an order in under 48 hours.',other
'Problem is I am still, wrongly I believe, padlocked into @VodafoneUK although the Ombudsman judged I should be paid… https://t.co/gpm7kJRVJw',other
'@Colsy28 @O2 @EE @VodafoneUK Totally not surprised. Theyve just sent me a dm basically saying see ya 👋🏻',other
'Cant do business without your phone? Stay in contact with Business Extra from @VodafoneUK https://t.co/Rhva0mVWHg',phone_services
'@lucyshut @O2 @EE @VodafoneUK Oooo go for the 8+!',other
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud… https://t.co/cyjNsWCsOH',customer_service
'Find out how @VodafoneUK used Twitter Video to scale its sponsorship of Capital’s Summertime Ball. #CapitalSTB https://t.co/MNU9ExtVC3',other
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng i vote CWG PLC',customer_service
'RT @DarylDenham: Are @VodafoneUK completely incompetent? It’s taken a week &amp; a half to deliver a phone I didn’t even order! Appalling custo…',phone_services
'@VodafoneUK I promise I dialled the number on the website, but couldn’t get past the menu 😕',other
'Just switched over to @VOXI_UK from @VodafoneUK £10 a month for unlimited data on all the apps I use + 2GB for everything else oofft so good',other
'Your hold music is an insult to my ears @VodafoneUK At least give the option of silence or beeps!!! #annoying',other
'@VodafoneUKhelp @VodafoneUK Time to escalate my OFCOM complaint further! No resolution/ compensation and yet again the same problem today!',customer_service
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud… https://t.co/p0SY6eZYbT',customer_service
'@MagsAssoc @BloggingJP @MPSSpecials @AmberRuddHR @VodafoneUK @ThreeUKSupport @TfL @ArrivaTW @EE @CPWTweets @annelongfield #security @DrugFAM',other
'@VodafoneUK they cannot be reasoned with.  They do not return calls. I have cancelled my contract and will continue to post negative comment',financial
'@VodafoneUK why doesnt the sky sports mobile app work on the OnePlus 5?! Ridiculous its 2017!!! Not happy at all @SkyUK',phone_services
'@VodafoneUK I upgraded my phone a month ago and got 20% off the plan, if I change to a different plan will I still get the 20% off?',phone_services
'@VodafoneUK dont bother calling them you spend hours on the phone for nothing. No callback re billing',financial
'@VodafoneUK We would but can’t get through and webchat is offline. How about you guys checking as it seems there’s… https://t.co/BkFMTiPhWt',internet
'New Event @VodafoneUK &amp; Northern Power Women present ReConnect 9 November #Returners #CareerBreak @NPHinfo https://t.co/IjjsK8vmpR',other
'@VodafoneUK broadband has been down over an hour and your life chat is impossible to get through to. Sort it out.',mobile_data
'@VodafoneUK Why am I paying almost £100 a mnth for a now 3 year old iPad and a iphone 7 for 2gb data Not so exciting is it really Why???',phone_services
'@_AlexDuggan @VodafoneUK I have three network for Jasper it’s always abt £60 still quite pricey tho ! But he does g… https://t.co/Fg36ppRrPx',internet
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'RT @VodafoneUK: Super-boost your phone. Get a massive 25GB 4G UK data. The future is exciting. Ready? https://t.co/HINQCzGnRR',phone_services
'RT @robbrock95: I take that 7 back...@VodafoneUK https://t.co/X6SqgpAiAo',other
'@VodafoneUK Done 👍',other
'RT @erinscott15: Imagine @VodafoneUK sending your phone 300miles away to the wrong store and then saying its up to me to go get it',phone_services
'@VodafoneUK  https://t.co/4nI3zvXQzs',other
'@VodafoneUK Thank you! I am struggling to get 3G too this is my first day on Vodafone.',other
'#IPhone8!! | got your hands on the #stunning #Iphone8 yet? Check it out and grab yours from @CPWTweets, @Virgin or… https://t.co/pw8dhXhQM8',phone_services
'When the advisor from @VodafoneUK leaves you a voicemail telling you he’s put a note about my behaviour on my file 😂 #WhatADick! 🖕🏼',other
'@jovankorica @VodafoneUK It arrived after a couple of weeks but wasn’t good enough. Was the same when my partner or… https://t.co/OPpFUIAQv9',other
'Retail Adviser @VodafoneUK #Norwich #NorwichJobs See: https://t.co/hDxPxtVAfM https://t.co/EjG2PJktZn',other
'@VodafoneUK Im just on to apple chat support first my lads ill dm you if I have no luck cos I blamed you here but… https://t.co/90sYIPZXkA',other
'@VodafoneUK I have phoned a few times  got told someone was coming to check  nothing happened we are meant to be ha… https://t.co/9HxlNa8odg',phone_services
'@VodafoneUK Hmmm, I feel hard done by as I got 30gb and 4gb roaming data and then you open up network to use abroad… https://t.co/1R22qL6o8v',internet
'RT @YardleyShooting: The Ombudsman service has decided that @VodafoneUK should pay me £175 although they have not been able to access the o…',customer_service
'@VodafoneUK What do you mean...as soon as you reach my DM? I sent this through over 8 hours ago! You demand payment… https://t.co/8eVqjHPhjD',other
'@VodafoneUK Why am I paying this on more than one bill, multiple months worth?',financial
'@VodafoneUK what the hell is an out of commitment charge?? And why have you put it on my bill? #RipOff',financial
'PARTNER: @VodafoneUK looks at the five trends helping to drive digital change: https://t.co/CPeiERuP74 https://t.co/f6mz8i84ZR',other
'@VodafoneUK customer relations manager callback within 24hrs - epic fail. Never happened over charged for months and will not pay back!!!',customer_service
'@VodafoneUK Apparently I have no credit to make a call even though I have 954 minutes left https://t.co/BbvFNIwwcl',financial
'@VodafoneUK 28Mbs...So much for a guaranteed 44 whén Im paying for a max of 76. Not best pleased #Vodafonebroadband',mobile_data
'@VodafoneUK How can I see a break down of my costs? my bill was double for some reason. Ive also forgot my username and password? help! :)',financial
'@VodafoneUK seriously unimpressed you are STILL charging me for a dongle I cax months ago surely that is stealing???',other
'@VodafoneUK Okay, so sent a response to you this morning and still nothing back!! What a sham this operation is!',other
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'@VodafoneUK how do I cancel my phone contract or upgrade early? Went into local shop today and they were useless',financial
'@VodafoneUK Reach my DM? This has been going on since 26th September when my router went to the wrong address. I ha… https://t.co/T7JP1HhUVV',internet
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'@EKMaverick @VodafoneUK Had this too, unbelievable. Did yours arrive Sash? Mine still hasnt moved. Vodafone has the worst stock possible.',other
'@VodafoneUK I have no patience left with you! You’ve just lost a customer who was ready to upgrade #joke',customer_service
'@VodafoneUK I got a new iphone8 because I was told I could get the NHS discount. Now told I don’t qualify. Not happy at all',phone_services
'@VodafoneUK Agent has my mobile and landline but hasnt called me back even though Im clearly annoyed with #poorservice #joke',customer_service
'@VodafoneUK I’ve hung up cos you’re fucking useless',other
'@VodafoneUK Shortly? I’ve been on hold for 30 minutes?',other
'@VodafoneUK What is your complaints procedure? Ofcom advises to go down that route prior to contacting them directly',customer_service
'@VodafoneUK I will be contacting Ofcom regarding this matter as you are refusing to let me cancel my account with y… https://t.co/7QmJrWgAXq',other
'@VodafoneUK Hi there, soz, I mistakenly topped up wrong PAYG sim card, is it possible to tx the balance to my other Vfone PAYG sim? Cheers',phone_services
'@VodafoneUK is there a problem in Lockerbie with signal etc?',signal
'Was told I’d get a call back from @VodafoneUK between 3 and 8 minutes from now. That was well over 90 minutes ago ☺️☺️☺️',other
'@VodafoneUK Okay. Is anyone answering the phones? I’ve been on hold for 15 minutes.',phone_services
'@VodafoneUK Pay your taxes',other
'@VodafoneUK That’s what I’ve been trying to do! Sick of being in phone queues promised call backs that don’t happen',phone_services
'@VodafoneUK id been direct to @Apple before hand next door and the device just wont switch on. All paperwork from a… https://t.co/22IjbVuKrT',other
'@VodafoneUK is your broadband having problems in the brighton area?',mobile_data
'And it just kept getting worse @VodafoneUK. Hope you get rid @jennymaciver https://t.co/7LNTcRwKPX',other
'@AdamParsons1 @VodafoneUK Par for the course when it comes to big corporations. I have been trying to get my old ph… https://t.co/Yz0JYj0kcP',other
'@VodafoneUK Done',other
'So I’m finding @VodafoneUK 4G signal in Bristol wasnt great and getting worse - any network recommendations?',internet
'@go_baguette_it @VodafoneUK I got charged double for my first month with VM but even that was like 1/5th of what yo… https://t.co/K57CqSEte1',financial
'@VodafoneUK Alternatives take too post office still means leaving house and you didnt supply the bubble wrap take… https://t.co/SreHuhoQzp',other
'@VodafoneUK Ive spent over 90 minutes today and last week to be told Im too near a store for a pick up!',sales
'@VodafoneUK No one can tell me how much my bill is, its varied from £185,£1200,£16000 been waiting on a call back… https://t.co/mMuVrnbbMb',financial
'@VodafoneUK Wow, thats customer service for you...not!!! Never have this problem or lack of help from @ThreeUK.… https://t.co/vp4SvQPohi',customer_service
'@EE Metrocentre store. £49.99 upfront on iPhone 7! With 1gb of data at £47.99 pm! Joke! @VodafoneUK offers same pho… https://t.co/kDpzOmH7Zv',phone_services
'@EE @VodafoneUK You lot rang me only weeks ago offering me a new line because of my loyalty points and then when I… https://t.co/jpfhtzVHOE',signal
'Good grief @VodafoneUK your on hold music is truly dreadful!#help',other
'@vodafoneuk still no redemption code for the broadband free gift, anyone else having issues in claiming this?',customer_service
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'RT @JSPVid: @VodafoneIN dont stop lying @VodafoneUK do nothing, dont keep promises #badcustomerservice @custservstory #ripoff #phone #net…',internet
'@VodafoneUK Direct message me I dont wanna say too much on here Kirsty',other
'@VodafoneUK so I don’t touch my old phone for 5 months,switched off I check my account and my bills are all different every month.Whys this?',financial
'RT @ntitawards: @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng Who deserves…',customer_service
'RT @krishnadevanv: Now @VodafoneIN too is not able to reach me. That too does not seem to bother the company @VodafoneUK https://t.co/3sLok…',other
'@VodafoneUK Done',other
'@VodafoneUK I put in my 30 days notice on a contract number on 19th sept! I have been charged £17! It hasn’t been r… https://t.co/vwSicEF5XK',financial
'@VodafoneUK That doesnt help me as I cant access my account which was the main issue.',customer_service
'@VodafoneIN @VodafoneIN still refuse to apply credit. Dont trust this network they LIE. No business honesty or int… https://t.co/RTCAZAIrhT',internet
'@VodafoneUK when will you be releasing a firmware update for broadband routers to patch the recently announced vulnerability in WPA2?',internet
'.@VodafoneUK Will you be updating the firmware on your home broadband routers soon to address the recent WPA2 crack?',internet
'RT @ntitawards: @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng Who deserves…',customer_service
'The Ombudsman service has decided that @VodafoneUK should pay me £175 although they have not been able to access the original, awful, calls.',customer_service
'@VodafoneUK Im ringing the number that was provided last time to me by another member of your team',other
'@VodafoneUK @VodafoneUK Twitter Jo.....who knows as u sent me the link as no one will talk on a phone #rubbishyoucantefentellmw',phone_services
'@VodafoneUK Not sorted, no refund needs to be escalated. Reasons and financial conduct extremely shady!',financial
'@VodafoneUK I will do when I’m back in the UK. T&amp;Cs say I’ll only be charged when I USE data. And I didn’t use data before turning it off.',financial
'@VodafoneUK You got it',other
'@VodafoneUK Each time takes ages, if it works at all, as we barely get an edge connection here. Why does it keep forgetting me? 2/2',other
'@VodafoneUK Jade from Vodafone: “we can raise a complaint, but nothing will be done about it”',customer_service
'@VodafoneUK i live outside the uk and cannot call a uk number',other
'@VodafoneUK They literally won’t stop https://t.co/fQDBqIaBcN',other
'@VodafoneUK Yes I need you to block a number/company from texting me. They send me a text every week and it charges… https://t.co/rhwl8DueIY',financial
'@oomrpieoo @VodafoneUK Customer service is horrendous. I bet their customer base has dwindled over the past 5 years. Used to be quality.',customer_service
'@VodafoneUK Which is returned to me when I end the contract or upgrade. However, I just upgraded, so where is my previous month in advance?',financial
'@watenaccio @VodafoneUK Rated the worst provider in customer service this year. sure they have had a big fine as we… https://t.co/VPxzsBtI7s',customer_service
'@VodafoneUK Its a joke! One member of staff tells me one thing &amp; another tells me something different',other
'RT @UK_SPF: Attend 19 Oct SPF Plenary to hear from @smithinst, @VodafoneUK, @DCMS &amp; @PlumConsulting. More info available here =&gt; https://t.…',other
'@VodafoneUK is there a problem with the My Vodafone website? Trying to get an itemised bill and cant get on to it?',financial
'Still no broadband from @VodafoneUK. 7 hrs to reply then ask the same questions. Sent the wrong router &amp; cant sort it out so it connects!',internet
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'@VodafoneUK refill the form out. But I cant as I dont know  old Vodafone number. I just know that contract has be… https://t.co/IYO2VDcCKe',financial
'@VodafoneUK @simonjmitton Its Norwich City Football Club, Carrow Road,  NR1 1HS',phone_services
'@JohnGlenUK @wiltscouncil @VodafoneUK @BrunoWaterfield',other
'@VodafoneUK Thats a lie. They were on hold for more than 2.5 hours then you hung up on them so you havent helped them at all!',other
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'@VodafoneUK hi there, I was wondering what the lead time usually is on broadband setup if a suitable line is already in place?',mobile_data
'@VodafoneUK It’s the fact you have my basic monthly amount wrong. I have an email confirming 21, your charging me 30',other
'@andyhogg19 @VodafoneUK You have my sympathies',other
'@VodafoneUK Need to cancel or reshape my agreement',other
'@VodafoneUK can you tell me why I was charged £6.50 for 13mb of data after I turned all data off on my phone after a text msg from you?',financial
'@VodafoneUK When should I get my delivery time? An hour before or at the start of the day telling me when? Because… https://t.co/ytzQEuwvQT',other
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'My @VodafoneUK contract runs out soon. Pull your ads from @BreitbartNews, or my money goes to a competitor. @slpng_giants',financial
'@VodafoneUK Is this from your app? https://t.co/WUJMpmXmAV',other
'Now @VodafoneIN too is not able to reach me. That too does not seem to bother the company @VodafoneUK https://t.co/3sLokd1Vdp',other
'@VodafoneUK And I tried to get someone to speak to via your live chat option but gave up after 20 minutes. So pleas… https://t.co/lubkuYU9NO',other
'@SamWarrenger @LlanberisMRT @HywelPlaidCymru @PlaidArfon @VodafoneUK @siangwenfelin @dailypostwales [2/2] is an opt… https://t.co/A7fj4iO8mh',other
'Still waiting for my refund @VodafoneUK after 5 weeks, 4 phone calls &amp; an official complaint. Disgusting!!!',customer_service
'@VodafoneUK As confirmed via Live Chat. https://t.co/irjvprhOqz',other
'@VodafoneUK Several areas across Norfolk',other
'@VodafoneUK Form submitted but off work with broken wrist. No access to work email in next 30 days to confirm.Took… https://t.co/RT7HlxCUQ5',other
'@VodafoneUK 4 different answers isn’t helping me get my money back! How hard can it be? Extremely if you’re Vodafone!! Seriously, sort it',financial
'@VodafoneUK Hi was able to use my vodafamily this morning, but i can no long ring the other vodafamily member, as get redirected to topup?',other
'RT @HywelPlaidCymru: @anorakgirl @O2 @EE @ThreeUK @VodafoneUK Tamsin  had a meeting with BT yesterday-seems they could meet us all at Parc…',other
'RT @_AlexDuggan: When your sons phone bill is £100 more than usual and @VodafoneUK dont inform the account holder.. ME! But only when I ha…',financial
'@VodafoneUK Contract with EE ends April, is there data roll over available if i chose the S8+? Parents been with yo… https://t.co/CGNlRz27hV',financial
'@VodafoneUK Unless my wifi could get sorted today Im not really interested, it would be quicker to find an Interne… https://t.co/EyKWxfzGYR',internet
'#iPhone 8 is built for todays mobile #business world. Get an extra 10GB with @VodafoneUK https://t.co/3f5MK2R3oN',phone_services
'@VodafoneUK is there issues in central Scotland today? No web pages load even with 4g signal and social media platforms wont work',customer_service
'@VodafoneUK Mobile Internet',internet
'@VodafoneIN @VodafoneUK  u guyz have a stupid nd a worse services',customer_service
'RT @YFYAUK: Without @VodafoneUK @VodafoneGrads we couldn’t have shown the endless careers available in #STEM to the students that attended…',other
'@VodafoneUK beyond pissed off at your ‘superfast fiber broadband’ been asleep 7 hours and hasnt even started downloading the walking dead! 😡',mobile_data
'@VodafoneUK are there any broadband issues tonight?',customer_service
'@VodafoneUK had the worst customer service treatment ever today 16 calls to you over an hour In store still taking from your customers I see',customer_service
'RT @BumperGraham: Come on @VodafoneUK this ain’t acceptable https://t.co/3HPfS97lkt',other
'@MrJohnMellis I see they’ve moved on from Ellie Goulding and Ben Howard as their hold tunes. I’d agree  @vodafoneuk… https://t.co/ZFY4ZePgST',other
'@VodafoneUK No comms whatsoever from @VodafoneUK or @DPD_UK &amp; come home to a missed delivery I didnt know I was ge… https://t.co/82s0mMvtLR',other
'@MrJohnMellis Left @VodafoneUK after 15 years due to poor service and clear lacking in customer service!',customer_service
'@VodafoneUK Yes, buy your phone from @VodafoneUK and they lock it so you can’t go to another provider. BEWARE',phone_services
'@VodafoneUK cant use my phone until you unlock from Vodafone network. Told it will take up to 10 days. Why wasnt this advised when I xld?',internet
'@demonstratorben @VodafoneUK @CitizensAdvice No, it’s sounds 💩 which is typical @VodafoneUK in my experience',other
'@VodafoneUK there is still a problem with data on 4G in Wembley ... I reported this on Saturday.',other
'RT @nighters84: @ieuanmorgan @VodafoneUK Staggering that a company of this stature can have such awful customer service. Funny thing is it…',customer_service
'@VodafoneUK why cant you cover the cost of roaming like some other networks? Always seem to take from loyal custom… https://t.co/Xlg4t9J5zn',internet
'RT @bronsoncharley: Look @O2 @VodafoneUK its all coming out now, have you prepared £billions for  compensation?  https://t.co/n97fRfucV9',financial
'@VodafoneUK @CitizensAdvice does this sound fair?',other
'RT @Mrs_Rawler: Complaining to @VodafoneUK about my account since June and STILL having problems. Disgrace!!!! Just the worst service #Voda…',customer_service
'@CJessCooke @VodafoneUK Wind farms also interfere with signal.',signal
'I left @VodafoneUK years ago because the service was poor, joined back 7 days ago and already regretting it #terrible service',customer_service
'Who’s got iphone x deals then? @ThreeUK @TheO2 @tescomobile @EE @CPWTweets @SkyUK @VodafoneUK',phone_services
'RT @longrunworks: Cross-sector collaboration crucial to embed technological innovations, says @VodafoneUK #SmartCities https://t.co/Epq2Wlc…',other
'@VodafoneUK Has there any connectivity issues around the Chesterfield area? 4G has been awful for a fortnight. Full signal but very slow',customer_service
'@bobcollymore was clear he gives no damn to social justice to Kenyans as long as @VodafoneUK  continues raking in … https://t.co/RM1ylkNQvR',other
'@VodafoneUK Not interested. You wilfully obstructed me for EIGHTEEN days leaving me without TWO business lines and… https://t.co/jRNT7YPqnR',signal
'@VodafoneUK Personally, I think you work on the basis that most people in UK won’t notice , at least for a few mont… https://t.co/69yr9U32lS',other
'RT @Write2Manmohan: @VodafoneIN @VodafoneUK @VodafoneQatar @vodafoneNZ @VodafoneGhana @prashantruia plz do needful. Alt no 9610757575 , 876…',other
'@FirstManchester @VodafoneUK Wish I could. Vodafone service keeps dropping so cant make calls 😠',customer_service
'RT @WWright_Way: Changed to @VodafoneUK broadband and now a cant get mobdro 😠',mobile_data
'@VodafoneDestek @VodafoneTR @VodafoneUK numara paylasıldı!bakalım evden cıkıp vodafonun onunde modemi kırmadan beni arayabilecekler mi?',internet
'@VodafoneUK @Vodacom111 Yes I’ve been passed around a bit today',other
'RT @bronsoncharley: Look @VodafoneUK its all coming out now, have you prepared £billions for  compensation?  https://t.co/n97fRfucV9',financial
'@VodafoneUK If you cant see or access my account details ,how do you know that no one said theyd call me back?',other
'I am disgusted on finding out how we have been getting treat by @VodafoneUK  ! Over charging for ? They dont know, they will tomrw 😡',other
'@VodafoneUK The agreed move from @BT to your selves on 20oct did not happen and you have not said why or more impor… https://t.co/0t09HmhuDR',other
'@VodafoneUK let’s see!My sim only contract runs out on 20/11. I don’t wish to renew but want to keep my no when I m… https://t.co/EJsWns8LPn',financial
'@VodafoneUK Not able to connect as usual Cust service unavailable we had so many probs the engineer gave my son a d… https://t.co/4L6eqJUFF2',customer_service
'@VodafoneUK Ive spent nearly 2hrs on webchat and got nowhere.',other
'@VodafoneUK wow so #vodafone have actually taken it to another level, don’t even recall my case! 7th attempt now… https://t.co/FHwOT5RSc5',other
'@VodafoneUK you suck!',other
'@VodafoneUK why have I been on hold 30+ mins to your customer services ??? 🤤😲',customer_service
'@VodafoneUK Wish I had you on the phone in the first place Kirsty but I’ve lost my patience now so just take my money a cba',financial
'@NikiRendall @VodafoneUK You never use it anyway # incoming only #😂😂😘',other
'@VodafoneUK It has taken over 30 mins to get through. My mum has been with Voda since 1987 and never been offered lower price or upgrade',financial
'@VodafoneUK worst company/ customer service I have ever experienced',customer_service
'The agg I’ve had with @VodafoneUK since Saturday is a fucking joke😡😡',other
'@VodafoneUK Finally a refund! After phone calls, web chats &amp; store visits, all I had to do was call @VodafoneUK out… https://t.co/UGfxkHkrFS',phone_services
'@VodafoneUK Let me change my tariff to the original one that I purchased and allow me to access my Vodafone app! 3 days now......',other
'@VodafoneUK can you explain why your buyback states 3 working days until payment but actually takes a week? #notimpressed #annoyed',sales
'@VodafoneUK this is my first year with you you sent me out a iPhone 7 then Started charging me for 2 contacts and it took 7 months to fix',phone_services
'@VodafoneUK as soon as my contract is done im finished with you guys actually useless took 7 months to cancel a contract I never had 😂',financial
'@VodafoneUK spoke to someone Friday after receiving a call to see if I want an iPad due to being a loyal customer.… https://t.co/wslKV3FRVK',customer_service
'@VodafoneUK I was shocked and appalled by the service my partner received from your abingdon branch in Oxford! The manager should be sacked!',customer_service
'RT @CSWnews: PARTNER: **Northern Ireland readers** @VodafoneUK offers Stormont solutions for digital government. Full report: https://t.co/…',other
'@VodafoneUK still have no signal - 24 hours now and no resolution. Was told this morning my postcode KT8 0DN was fi… https://t.co/iuKUWCxwUR',signal
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',internet
'@VodafoneUK follow so I can dm urgent',other
'RT @Mrs_Rawler: @DavidSu23021211 @TalkUKTelecoms @VodafoneUK Awful service',customer_service
'@VodafoneUK I cant call you as i never have signal, which is why they gave me the number',signal
'Enjoy 2GB of data on a 12 month plan at @VodafoneUK for the reduced price of £16.00 a month https://t.co/2JYLLCMVvD',financial
'@VodafoneUK I dont have a landline which is why i need phone signal🙄 ill just go on the chat again',signal
'@VodafoneUK not doing much to help your case, told to reply to the last message and over an hour later still nothing back',other
'RT @JCPInNorfolk: Retail Business Advisor @VodafoneUK #Norwich #NorwichJobs See: https://t.co/gg2F3XsNPy https://t.co/PFJtz9FlRm',other
'@VodafoneUK have left us in financial hardship due to mistake by #WestQuay branch but now noone is returning our call 😡 #PoorCustomerService',customer_service
'@VodafoneUK You weren’t interested for 3 years so I switched networks.',internet
'@VodafoneUK Thanks. I have tried that, and switching it in and off. Will try again and be in touch if its not fixed.',other
'Shocking #customerservice once again from @VodafoneUK so much for 15 years of loyalty',customer_service
'@VodafoneUK Because u put  ppl into debt by cancelling there dd without knowledge and rack up 4 months of bills eve… https://t.co/Awg7DVDRNh',financial
'Retail Business Advisor @VodafoneUK #Norwich #NorwichJobs See: https://t.co/gg2F3XsNPy https://t.co/PFJtz9FlRm',other
'RT @JCPinSoton: Retail Advisor, @VodafoneUK, #Soton #Southampton. Info/apply:  https://t.co/neJqLnh1cV https://t.co/KJbWcXXGis',other
'RT @JCPinSoton: Retail Advisor, @VodafoneUK, #Soton #Southampton. Info/apply:  https://t.co/neJqLnh1cV https://t.co/KJbWcXXGis',other
'@VodafoneUK Mostly now resolved having spoken to their CRM - a genuinely helpful empathetic manager - too rare to find sadly',other
'Six days w/out ability to make or receive calls @VodafoneUK. Appalling customer “service, no compensation. Cannot wait to end this contract!',customer_service
'@VodafoneUK worst customer service in the world!',customer_service
'Again, absolutely appalling customer service from @VodafoneUK , four month issue and counting now',customer_service
'@VodafoneUK I think I have done it now',other
'@VodafoneUK customer service are a bunch of thick cunts only called him a prick and he hung up there thick as hell',customer_service
'@VodafoneUK Yes it is',other
'@VodafoneUK My account is being frauded RIGHT NOW. Youve just made me go through changing all my security settings and it hasnt worked.',other
'RT @svenlatham: Hi @VodafoneUK Your terms and conditions https://t.co/tMgKSrnhtW link on Page 2 to Privacy Policy links to a malicious webs…',other
'@VodafoneUK Wow can not even get my name right 😂😂😂😂',other
'@VodafoneUK @EmmaJayne_91 I use to get these when I first joined back in 2014',other
'Hey @EE - mobile customer for yrs. Screwed by @VodafoneUK - want 2sort me out a dongle wifi box deal? (should have come to you guys first!)',internet
'@VodafoneUK OneCom.  Not sure how I ended up with them, wish I never had #30YearsLoyalCustomer',customer_service
'If anyone is considering taking out a contract with @VodafoneUK I highly suggest against it. Haven’t had my phone in 3 weeks',financial
'@Nick_L_87 @VodafoneUK You can cancel 30 days in to contract just return the handset to @VodafoneUK',financial
'RT @RobMukherjeeVf: Honoured to represent @VodafoneUK #NorthWest @VodafoneUK_WN @NorthPowerWomen @NPHinfo at the 2017 @WISAwards finals. ht…',other
'@VodafoneUK Numerous live chats and about 5 hours of phone calls I’m waiting for your complaints department to come back to me tbh #joke',customer_service
'@EE Apologies only just showed up on my feed. What offers are there for anyone nearly out of contract with @VodafoneUK?',financial
'@VodafoneUK The only thing I will ensure is to make it nationally known about the sevice @VodafoneUK  so poorly provide!',other
'@VodafoneUK are the worst in the world 😡',other
'@VodafoneUK Hi Colleen you have been looking at it for months. Every Vodafone user in the village has contacted you.',other
'PARTNER: @VodafoneUK knows what it takes to navigate the pressures of the public sector. Download the full report:… https://t.co/QnTVHBwgVS',other
'Still issues with one way audio on voice in the NR14,NR15 &amp; NR16 areas look s like on both @VodafoneUK and @O2 cases raised @AngliaFarmers',customer_service
'@VodafoneUK That ^^ was after clearing cookies and cache',other
'@VodafoneIN I did nt send any mail to u for cancel my MNP neither tell u cutomer care executive,then how can u cnce… https://t.co/1AyrUhSurq',other
'@VodafoneUK how can I be resent my security code to register my new account ?',other
'Cant do business without your phone? Stay in contact with Business Extra from @VodafoneUK https://t.co/Rhva0mVWHg',phone_services
'@VodafoneUK Yeah reduce the contract',financial
'@VodafoneUK And 3 weeks previous to it. Just not acceptable.',other
'@VodafoneIN @VodafoneUK @vodafone https://t.co/fhLUkhE4y7',other
'@VodafoneUK So I contacted LC they havent helped in fact theyve no record of our chat. Still waiting for charger! Am now leaving Vodafone',financial
'@VodafoneUK Apart from the customer service, nope. Can I get a call back or should I just cancel the DD with my bank?',customer_service
'@snoddy29 @VodafoneUK Hes probably not paid his bill. He never gets his round in',financial
'@VodafoneUK Looking to leave O2 soon, just wondering if British Gas employees get any discount on your price plans?',financial
'@VodafoneUK These things should be done without a fuss especially for new customers 🙄',customer_service
'@VodafoneUK #advertising #design #idonotknowwheretolook https://t.co/MjeH5L29Ot',other
'Amazingly, the Wolfenstein website is blocked by @vodafoneuk and their content blocker.',other
'Operational Excellence: @VodafoneUK and @O2 reach full amount of 30 points https://t.co/oYBPe4XuCz… https://t.co/L22vscTgDg',other
'@VodafoneUK I have, they have been very unhelpful time &amp;again. I will do again when I return to the UK but they hav… https://t.co/CuXlPBTJOd',other
'RT @documotivehari: No signal in Great Barr, Birmingham, B43 @VodafoneUK not happy at all.',signal
'@VodafoneUK Offering discounts in store which don’t exist according  to your people on the phone. You’re a bunch of crooks TJ',phone_services
'over the last month I experienced some of the worst customer service Ive ever heard of from @VodafoneUK. Never going back there, like ever.',customer_service
'@VodafoneUK Any update on what you will do as you are not completing your side of our contract?… https://t.co/CdtejIPz7P',financial
